Index,deltaCac,maxCacThreshold,targetCarrierFreq,LNBTS_id,earfcnDL,Banda,Encargado
"(nan, 'PER')",#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
"(nan, 'CHO')",#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,Jhonattan
"('CAD.Riosucio-3_L1', 'CAD')",15,30,3225,699603,3075,2600,German
"('CAD.Riosucio-3_L1', 'CAD')",15,30,626,699603,3075,2600,German
"('CAD.Riosucio-3_L2', 'CAD')",15,30,3225,699603,3075,2600,German
"('CAD.Riosucio-3_L2', 'CAD')",15,30,626,699603,3075,2600,German
"('CAD.Riosucio-3_L3', 'CAD')",15,30,3225,699603,3075,2600,German
"('CAD.Riosucio-3_L3', 'CAD')",15,30,626,699603,3075,2600,German
"('CAD.Riosucio-3_T1', 'CAD')",15,30,3075,699603,3225,2600,German
"('CAD.Riosucio-3_T1', 'CAD')",15,30,626,699603,3225,2600,German
"('CAD.Riosucio-3_T2', 'CAD')",15,30,3075,699603,3225,2600,German
"('CAD.Riosucio-3_T2', 'CAD')",15,30,626,699603,3225,2600,German
"('CAD.Riosucio-3_T3', 'CAD')",15,30,3075,699603,3225,2600,German
"('CAD.Riosucio-3_T3', 'CAD')",15,30,626,699603,3225,2600,German
"('CAD.Riosucio-3_M1', 'CAD')",15,30,3075,699603,626,1900,German
"('CAD.Riosucio-3_M1', 'CAD')",15,30,3225,699603,626,1900,German
"('CAD.Riosucio-3_M2', 'CAD')",15,30,3075,699603,626,1900,German
"('CAD.Riosucio-3_M2', 'CAD')",15,30,3225,699603,626,1900,German
"('CAD.Riosucio-3_M3', 'CAD')",15,30,3075,699603,626,1900,German
"('CAD.Riosucio-3_M3', 'CAD')",15,30,3225,699603,626,1900,German
"('CAD.Riosucio-2_L1', 'CAD')",15,30,3225,699618,3075,2600,German
"('CAD.Riosucio-2_L1', 'CAD')",15,30,626,699618,3075,2600,German
"('CAD.Riosucio-2_L2', 'CAD')",15,30,3225,699618,3075,2600,German
"('CAD.Riosucio-2_L2', 'CAD')",15,30,626,699618,3075,2600,German
"('CAD.Riosucio-2_L3', 'CAD')",15,30,3225,699618,3075,2600,German
"('CAD.Riosucio-2_L3', 'CAD')",15,30,626,699618,3075,2600,German
"('CAD.Riosucio-2_T1', 'CAD')",15,30,3075,699618,3225,2600,German
"('CAD.Riosucio-2_T1', 'CAD')",15,30,626,699618,3225,2600,German
"('CAD.Riosucio-2_T2', 'CAD')",15,30,3075,699618,3225,2600,German
"('CAD.Riosucio-2_T2', 'CAD')",15,30,626,699618,3225,2600,German
"('CAD.Riosucio-2_T3', 'CAD')",15,30,3075,699618,3225,2600,German
"('CAD.Riosucio-2_T3', 'CAD')",15,30,626,699618,3225,2600,German
"('CAD.Riosucio-2_M1', 'CAD')",15,30,3075,699618,626,1900,German
"('CAD.Riosucio-2_M1', 'CAD')",15,30,3225,699618,626,1900,German
"('CAD.Riosucio-2_M2', 'CAD')",15,30,3075,699618,626,1900,German
"('CAD.Riosucio-2_M2', 'CAD')",15,30,3225,699618,626,1900,German
"('CAD.Riosucio-2_M3', 'CAD')",15,30,3075,699618,626,1900,German
"('CAD.Riosucio-2_M3', 'CAD')",15,30,3225,699618,626,1900,German
"('CAD.Anserma-1_L1', 'CAD')",10,100,626,699742,3100,2600,German
"('CAD.Anserma-1_L2', 'CAD')",10,100,626,699742,3100,2600,German
"('CAD.Anserma-1_L3', 'CAD')",10,100,626,699742,3100,2600,German
"('CAD.Anserma-1_M1', 'CAD')",10,100,3100,699742,626,1900,German
"('CAD.Anserma-1_M2', 'CAD')",10,100,3100,699742,626,1900,German
"('CAD.Anserma-1_M3', 'CAD')",10,100,3100,699742,626,1900,German
"('ARM.Exposiciones_M1', 'ARM')",15,30,3075,612766,651,1900,Juan Carlos
"('ARM.Exposiciones_M1', 'ARM')",15,30,3225,612766,651,1900,Juan Carlos
"('ARM.Exposiciones_M2', 'ARM')",15,30,3075,612766,651,1900,Juan Carlos
"('ARM.Exposiciones_M2', 'ARM')",15,30,3225,612766,651,1900,Juan Carlos
"('ARM.Exposiciones_M3', 'ARM')",15,30,3075,612766,651,1900,Juan Carlos
"('ARM.Exposiciones_M3', 'ARM')",15,30,3225,612766,651,1900,Juan Carlos
"('PER.Ciudad Victoria_L1', 'PER')",15,30,3225,699153,3075,2600,Jhonattan
"('PER.Ciudad Victoria_L1', 'PER')",15,30,651,699153,3075,2600,Jhonattan
"('PER.Ciudad Victoria_T1', 'PER')",15,30,3075,699153,3225,2600,Jhonattan
"('PER.Ciudad Victoria_T1', 'PER')",15,30,651,699153,3225,2600,Jhonattan
"('PER.Ciudad Victoria_M1', 'PER')",15,30,3075,699153,651,1900,Jhonattan
"('PER.Ciudad Victoria_M1', 'PER')",15,30,3225,699153,651,1900,Jhonattan
"('PER.Ciudad Victoria_M2', 'PER')",15,30,3075,699153,651,1900,Jhonattan
"('PER.Ciudad Victoria_M2', 'PER')",15,30,3225,699153,651,1900,Jhonattan
"('PER.Ciudad Victoria_M3', 'PER')",15,30,3075,699153,651,1900,Jhonattan
"('PER.Ciudad Victoria_M3', 'PER')",15,30,3225,699153,651,1900,Jhonattan
"('PER.Flamingo_L1', 'PER')",15,30,3225,699169,3075,2600,Jhonattan
"('PER.Flamingo_L1', 'PER')",15,30,651,699169,3075,2600,Jhonattan
"('PER.Flamingo_L2', 'PER')",15,30,3225,699169,3075,2600,Jhonattan
"('PER.Flamingo_L2', 'PER')",15,30,651,699169,3075,2600,Jhonattan
"('PER.Flamingo_L3', 'PER')",15,30,3225,699169,3075,2600,Jhonattan
"('PER.Flamingo_L3', 'PER')",15,30,651,699169,3075,2600,Jhonattan
"('PER.Flamingo_T1', 'PER')",15,30,3075,699169,3225,2600,Jhonattan
"('PER.Flamingo_T1', 'PER')",15,30,651,699169,3225,2600,Jhonattan
"('PER.Flamingo_T2', 'PER')",15,30,3075,699169,3225,2600,Jhonattan
"('PER.Flamingo_T2', 'PER')",15,30,651,699169,3225,2600,Jhonattan
"('PER.Flamingo_T3', 'PER')",15,30,3075,699169,3225,2600,Jhonattan
"('PER.Flamingo_T3', 'PER')",15,30,651,699169,3225,2600,Jhonattan
"('PER.Flamingo_M1', 'PER')",15,30,3075,699169,651,1900,Jhonattan
"('PER.Flamingo_M1', 'PER')",15,30,3225,699169,651,1900,Jhonattan
"('PER.Flamingo_M2', 'PER')",15,30,3075,699169,651,1900,Jhonattan
"('PER.Flamingo_M2', 'PER')",15,30,3225,699169,651,1900,Jhonattan
"('PER.Flamingo_M3', 'PER')",15,30,3075,699169,651,1900,Jhonattan
"('PER.Flamingo_M3', 'PER')",15,30,3225,699169,651,1900,Jhonattan
"('PER.Mercasa_L1', 'PER')",15,30,3225,699189,3075,2600,Jhonattan
"('PER.Mercasa_L1', 'PER')",15,30,651,699189,3075,2600,Jhonattan
"('PER.Mercasa_L2', 'PER')",15,30,3225,699189,3075,2600,Jhonattan
"('PER.Mercasa_L2', 'PER')",15,30,651,699189,3075,2600,Jhonattan
"('PER.Mercasa_L3', 'PER')",15,30,3225,699189,3075,2600,Jhonattan
"('PER.Mercasa_L3', 'PER')",15,30,651,699189,3075,2600,Jhonattan
"('PER.Mercasa_T1', 'PER')",15,30,3075,699189,3225,2600,Jhonattan
"('PER.Mercasa_T1', 'PER')",15,30,651,699189,3225,2600,Jhonattan
"('PER.Mercasa_T2', 'PER')",15,30,3075,699189,3225,2600,Jhonattan
"('PER.Mercasa_T2', 'PER')",15,30,651,699189,3225,2600,Jhonattan
"('PER.Mercasa_T3', 'PER')",15,30,3075,699189,3225,2600,Jhonattan
"('PER.Mercasa_T3', 'PER')",15,30,651,699189,3225,2600,Jhonattan
"('PER.Mercasa_M1', 'PER')",15,30,3075,699189,651,1900,Jhonattan
"('PER.Mercasa_M1', 'PER')",15,30,3225,699189,651,1900,Jhonattan
"('PER.Mercasa_M2', 'PER')",15,30,3075,699189,651,1900,Jhonattan
"('PER.Mercasa_M2', 'PER')",15,30,3225,699189,651,1900,Jhonattan
"('PER.Mercasa_M3', 'PER')",15,30,3075,699189,651,1900,Jhonattan
"('PER.Mercasa_M3', 'PER')",15,30,3225,699189,651,1900,Jhonattan
"('PER.Pinares_L1', 'PER')",15,30,3225,699199,3075,2600,Jhonattan
"('PER.Pinares_L1', 'PER')",15,30,651,699199,3075,2600,Jhonattan
"('PER.Pinares_T1', 'PER')",15,30,3075,699199,3225,2600,Jhonattan
"('PER.Pinares_T1', 'PER')",15,30,651,699199,3225,2600,Jhonattan
"('PER.Pinares_M1', 'PER')",15,30,3075,699199,651,1900,Jhonattan
"('PER.Pinares_M1', 'PER')",15,30,3225,699199,651,1900,Jhonattan
"('PER.Pinares_M2', 'PER')",15,30,3075,699199,651,1900,Jhonattan
"('PER.Pinares_M2', 'PER')",15,30,3225,699199,651,1900,Jhonattan
"('PER.Pinares_M3', 'PER')",15,30,3075,699199,651,1900,Jhonattan
"('PER.Pinares_M3', 'PER')",15,30,3225,699199,651,1900,Jhonattan
"('PER.Pinares_M4', 'PER')",15,30,3075,699199,651,1900,Jhonattan
"('PER.Pinares_M4', 'PER')",15,30,3225,699199,651,1900,Jhonattan
"('PER.Comfamiliar_L1', 'PER')",15,30,3225,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_L1', 'PER')",15,30,651,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_L2', 'PER')",15,30,3225,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_L2', 'PER')",15,30,651,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_L3', 'PER')",15,30,3225,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_L3', 'PER')",15,30,651,699155,3075,2600,Jhonattan
"('PER.Comfamiliar_T1', 'PER')",15,30,3075,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_T1', 'PER')",15,30,651,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_T2', 'PER')",15,30,3075,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_T2', 'PER')",15,30,651,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_T3', 'PER')",15,30,3075,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_T3', 'PER')",15,30,651,699155,3225,2600,Jhonattan
"('PER.Comfamiliar_M1', 'PER')",15,30,3075,699155,651,1900,Jhonattan
"('PER.Comfamiliar_M1', 'PER')",15,30,3225,699155,651,1900,Jhonattan
"('PER.Comfamiliar_M2', 'PER')",15,30,3075,699155,651,1900,Jhonattan
"('PER.Comfamiliar_M2', 'PER')",15,30,3225,699155,651,1900,Jhonattan
"('PER.Comfamiliar_M3', 'PER')",15,30,3075,699155,651,1900,Jhonattan
"('PER.Comfamiliar_M3', 'PER')",15,30,3225,699155,651,1900,Jhonattan
"('PER.Palacio_L1', 'PER')",15,30,3225,699192,3075,2600,Jhonattan
"('PER.Palacio_L1', 'PER')",15,30,651,699192,3075,2600,Jhonattan
"('PER.Palacio_L2', 'PER')",15,30,3225,699192,3075,2600,Jhonattan
"('PER.Palacio_L2', 'PER')",15,30,651,699192,3075,2600,Jhonattan
"('PER.Palacio_L3', 'PER')",15,30,3225,699192,3075,2600,Jhonattan
"('PER.Palacio_L3', 'PER')",15,30,651,699192,3075,2600,Jhonattan
"('PER.Palacio_T1', 'PER')",15,30,3075,699192,3225,2600,Jhonattan
"('PER.Palacio_T1', 'PER')",15,30,651,699192,3225,2600,Jhonattan
"('PER.Palacio_T2', 'PER')",15,30,3075,699192,3225,2600,Jhonattan
"('PER.Palacio_T2', 'PER')",15,30,651,699192,3225,2600,Jhonattan
"('PER.Palacio_T3', 'PER')",15,30,3075,699192,3225,2600,Jhonattan
"('PER.Palacio_T3', 'PER')",15,30,651,699192,3225,2600,Jhonattan
"('PER.Palacio_M1', 'PER')",15,30,3075,699192,651,1900,Jhonattan
"('PER.Palacio_M1', 'PER')",15,30,3225,699192,651,1900,Jhonattan
"('PER.Palacio_M2', 'PER')",15,30,3075,699192,651,1900,Jhonattan
"('PER.Palacio_M2', 'PER')",15,30,3225,699192,651,1900,Jhonattan
"('PER.Palacio_M3', 'PER')",15,30,3075,699192,651,1900,Jhonattan
"('PER.Palacio_M3', 'PER')",15,30,3225,699192,651,1900,Jhonattan
"('PER.Batallon_L1', 'PER')",15,30,3225,699143,3075,2600,Jhonattan
"('PER.Batallon_L1', 'PER')",15,30,651,699143,3075,2600,Jhonattan
"('PER.Batallon_L2', 'PER')",15,30,3225,699143,3075,2600,Jhonattan
"('PER.Batallon_L2', 'PER')",15,30,651,699143,3075,2600,Jhonattan
"('PER.Batallon_L3', 'PER')",15,30,3225,699143,3075,2600,Jhonattan
"('PER.Batallon_L3', 'PER')",15,30,651,699143,3075,2600,Jhonattan
"('PER.Batallon_T1', 'PER')",15,30,3075,699143,3225,2600,Jhonattan
"('PER.Batallon_T1', 'PER')",15,30,651,699143,3225,2600,Jhonattan
"('PER.Batallon_T2', 'PER')",15,30,3075,699143,3225,2600,Jhonattan
"('PER.Batallon_T2', 'PER')",15,30,651,699143,3225,2600,Jhonattan
"('PER.Batallon_T3', 'PER')",15,30,3075,699143,3225,2600,Jhonattan
"('PER.Batallon_T3', 'PER')",15,30,651,699143,3225,2600,Jhonattan
"('PER.Batallon_M1', 'PER')",15,30,3075,699143,651,1900,Jhonattan
"('PER.Batallon_M1', 'PER')",15,30,3225,699143,651,1900,Jhonattan
"('PER.Batallon_M2', 'PER')",15,30,3075,699143,651,1900,Jhonattan
"('PER.Batallon_M2', 'PER')",15,30,3225,699143,651,1900,Jhonattan
"('PER.Batallon_M3', 'PER')",15,30,3075,699143,651,1900,Jhonattan
"('PER.Batallon_M3', 'PER')",15,30,3225,699143,651,1900,Jhonattan
"('PER.Batallon_M4', 'PER')",15,30,3075,699143,651,1900,Jhonattan
"('PER.Batallon_M4', 'PER')",15,30,3225,699143,651,1900,Jhonattan
"('PER.Centro_L1', 'PER')",15,30,3225,699150,3075,2600,Jhonattan
"('PER.Centro_L1', 'PER')",15,30,651,699150,3075,2600,Jhonattan
"('PER.Centro_L2', 'PER')",15,30,3225,699150,3075,2600,Jhonattan
"('PER.Centro_L2', 'PER')",15,30,651,699150,3075,2600,Jhonattan
"('PER.Centro_L3', 'PER')",15,30,3225,699150,3075,2600,Jhonattan
"('PER.Centro_L3', 'PER')",15,30,651,699150,3075,2600,Jhonattan
"('PER.Centro_T1', 'PER')",15,30,3075,699150,3225,2600,Jhonattan
"('PER.Centro_T1', 'PER')",15,30,651,699150,3225,2600,Jhonattan
"('PER.Centro_T2', 'PER')",15,30,3075,699150,3225,2600,Jhonattan
"('PER.Centro_T2', 'PER')",15,30,651,699150,3225,2600,Jhonattan
"('PER.Centro_T3', 'PER')",15,30,3075,699150,3225,2600,Jhonattan
"('PER.Centro_T3', 'PER')",15,30,651,699150,3225,2600,Jhonattan
"('PER.Centro_M1', 'PER')",15,30,3075,699150,651,1900,Jhonattan
"('PER.Centro_M1', 'PER')",15,30,3225,699150,651,1900,Jhonattan
"('PER.Centro_M2', 'PER')",15,30,3075,699150,651,1900,Jhonattan
"('PER.Centro_M2', 'PER')",15,30,3225,699150,651,1900,Jhonattan
"('PER.Centro_M3', 'PER')",15,30,3075,699150,651,1900,Jhonattan
"('PER.Centro_M3', 'PER')",15,30,3225,699150,651,1900,Jhonattan
"('PER.Parque Uribe_L1', 'PER')",15,30,3225,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_L1', 'PER')",15,30,651,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_L2', 'PER')",15,30,3225,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_L2', 'PER')",15,30,651,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_L3', 'PER')",15,30,3225,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_L3', 'PER')",15,30,651,699197,3075,2600,Jhonattan
"('PER.Parque Uribe_T1', 'PER')",15,30,3075,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_T1', 'PER')",15,30,651,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_T2', 'PER')",15,30,3075,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_T2', 'PER')",15,30,651,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_T3', 'PER')",15,30,3075,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_T3', 'PER')",15,30,651,699197,3225,2600,Jhonattan
"('PER.Parque Uribe_M1', 'PER')",15,30,3075,699197,651,1900,Jhonattan
"('PER.Parque Uribe_M1', 'PER')",15,30,3225,699197,651,1900,Jhonattan
"('PER.Parque Uribe_M2', 'PER')",15,30,3075,699197,651,1900,Jhonattan
"('PER.Parque Uribe_M2', 'PER')",15,30,3225,699197,651,1900,Jhonattan
"('PER.Parque Uribe_M3', 'PER')",15,30,3075,699197,651,1900,Jhonattan
"('PER.Parque Uribe_M3', 'PER')",15,30,3225,699197,651,1900,Jhonattan
"('QUI.Tebaida-3_M4', 'QUI')",15,30,3075,699554,626,1900,Juan Carlos
"('QUI.Tebaida-3_M4', 'QUI')",15,30,3225,699554,626,1900,Juan Carlos
"('PER.Cuba-4_M4', 'PER')",15,30,3075,699528,651,1900,Jhonattan
"('PER.Cuba-4_M4', 'PER')",15,30,3225,699528,651,1900,Jhonattan
"('QUB.Quibdo-3_L1', 'QUB')",15,30,3225,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L1', 'QUB')",15,30,626,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L2', 'QUB')",15,30,3225,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L2', 'QUB')",15,30,626,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L3', 'QUB')",15,30,3225,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L3', 'QUB')",15,30,626,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L4', 'QUB')",15,30,3225,699270,3075,2600,Camilo
"('QUB.Quibdo-3_L4', 'QUB')",15,30,626,699270,3075,2600,Camilo
"('QUB.Quibdo-3_T1', 'QUB')",15,30,3075,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T1', 'QUB')",15,30,626,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T2', 'QUB')",15,30,3075,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T2', 'QUB')",15,30,626,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T3', 'QUB')",15,30,3075,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T3', 'QUB')",15,30,626,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T4', 'QUB')",15,30,3075,699270,3225,2600,Camilo
"('QUB.Quibdo-3_T4', 'QUB')",15,30,626,699270,3225,2600,Camilo
"('QUI.Quimbaya-2_M4', 'QUI')",15,30,3075,699553,626,1900,Juan Carlos
"('QUI.Quimbaya-2_M4', 'QUI')",15,30,3225,699553,626,1900,Juan Carlos
"('QUI.Aeropuerto_L1', 'QUI')",15,30,3225,699311,3075,2600,Juan Carlos
"('QUI.Aeropuerto_L1', 'QUI')",15,30,626,699311,3075,2600,Juan Carlos
"('QUI.Aeropuerto_L3', 'QUI')",15,30,3225,699311,3075,2600,Juan Carlos
"('QUI.Aeropuerto_L3', 'QUI')",15,30,626,699311,3075,2600,Juan Carlos
"('QUI.Aeropuerto_T1', 'QUI')",15,30,3075,699311,3225,2600,Juan Carlos
"('QUI.Aeropuerto_T1', 'QUI')",15,30,626,699311,3225,2600,Juan Carlos
"('QUI.Aeropuerto_T3', 'QUI')",15,30,3075,699311,3225,2600,Juan Carlos
"('QUI.Aeropuerto_T3', 'QUI')",15,30,626,699311,3225,2600,Juan Carlos
"('QUI.Aeropuerto_M1', 'QUI')",15,30,3075,699311,626,1900,Juan Carlos
"('QUI.Aeropuerto_M1', 'QUI')",15,30,3225,699311,626,1900,Juan Carlos
"('QUI.Aeropuerto_M3', 'QUI')",15,30,3075,699311,626,1900,Juan Carlos
"('QUI.Aeropuerto_M3', 'QUI')",15,30,3225,699311,626,1900,Juan Carlos
"('PER.Dosquebradas-2_M4', 'PER')",15,30,3075,699529,651,1900,Jhonattan
"('PER.Dosquebradas-2_M4', 'PER')",15,30,3225,699529,651,1900,Jhonattan
"('PER.Makro_M4', 'PER')",15,30,3075,699531,651,1900,Jhonattan
"('PER.Makro_M4', 'PER')",15,30,3225,699531,651,1900,Jhonattan
"('QUI.Montenegro-1_L3', 'QUI')",15,30,3225,699615,3075,2600,Juan Carlos
"('QUI.Montenegro-1_L3', 'QUI')",15,30,626,699615,3075,2600,Juan Carlos
"('QUI.Montenegro-1_T3', 'QUI')",15,30,3075,699615,3225,2600,Juan Carlos
"('QUI.Montenegro-1_T3', 'QUI')",15,30,626,699615,3225,2600,Juan Carlos
"('QUI.Montenegro-1_M3', 'QUI')",15,30,3075,699615,626,1900,Juan Carlos
"('QUI.Montenegro-1_M3', 'QUI')",15,30,3225,699615,626,1900,Juan Carlos
"('QUI.Montenegro-1_M6', 'QUI')",15,30,3075,699615,626,1900,Juan Carlos
"('QUI.Montenegro-1_M6', 'QUI')",15,30,3225,699615,626,1900,Juan Carlos
"('CHO.El Valle_L2', 'CHO')",15,30,3225,699647,3075,2600,Camilo
"('CHO.El Valle_L2', 'CHO')",15,30,651,699647,3075,2600,Camilo
"('CHO.El Valle_L3', 'CHO')",15,30,3225,699647,3075,2600,Camilo
"('CHO.El Valle_L3', 'CHO')",15,30,651,699647,3075,2600,Camilo
"('CHO.El Valle_T2', 'CHO')",15,30,3075,699647,3225,2600,Camilo
"('CHO.El Valle_T2', 'CHO')",15,30,651,699647,3225,2600,Camilo
"('CHO.El Valle_T3', 'CHO')",15,30,3075,699647,3225,2600,Camilo
"('CHO.El Valle_T3', 'CHO')",15,30,651,699647,3225,2600,Camilo
"('CHO.El Valle_M2', 'CHO')",15,30,3075,699647,651,1900,Camilo
"('CHO.El Valle_M2', 'CHO')",15,30,3225,699647,651,1900,Camilo
"('CHO.Istmina_M4', 'CHO')",15,30,3075,699556,626,1900,Camilo
"('CHO.Istmina_M4', 'CHO')",15,30,3225,699556,626,1900,Camilo
"('CHO.Istmina_M5', 'CHO')",15,30,3075,699556,626,1900,Camilo
"('CHO.Istmina_M5', 'CHO')",15,30,3225,699556,626,1900,Camilo
"('CHO.Istmina_M6', 'CHO')",15,30,3075,699556,626,1900,Camilo
"('CHO.Istmina_M6', 'CHO')",15,30,3225,699556,626,1900,Camilo
"('PER.Terminal_L1', 'PER')",15,30,3225,699206,3075,2600,Jhonattan
"('PER.Terminal_L1', 'PER')",15,30,651,699206,3075,2600,Jhonattan
"('PER.Terminal_L2', 'PER')",15,30,3225,699206,3075,2600,Jhonattan
"('PER.Terminal_L2', 'PER')",15,30,651,699206,3075,2600,Jhonattan
"('PER.Terminal_L3', 'PER')",15,30,3225,699206,3075,2600,Jhonattan
"('PER.Terminal_L3', 'PER')",15,30,651,699206,3075,2600,Jhonattan
"('PER.Terminal_T1', 'PER')",15,30,3075,699206,3225,2600,Jhonattan
"('PER.Terminal_T1', 'PER')",15,30,651,699206,3225,2600,Jhonattan
"('PER.Terminal_T2', 'PER')",15,30,3075,699206,3225,2600,Jhonattan
"('PER.Terminal_T2', 'PER')",15,30,651,699206,3225,2600,Jhonattan
"('PER.Terminal_T3', 'PER')",15,30,3075,699206,3225,2600,Jhonattan
"('PER.Terminal_T3', 'PER')",15,30,651,699206,3225,2600,Jhonattan
"('PER.Terminal_M1', 'PER')",15,30,3075,699206,651,1900,Jhonattan
"('PER.Terminal_M1', 'PER')",15,30,3225,699206,651,1900,Jhonattan
"('PER.Terminal_M2', 'PER')",15,30,3075,699206,651,1900,Jhonattan
"('PER.Terminal_M2', 'PER')",15,30,3225,699206,651,1900,Jhonattan
"('PER.Terminal_M3', 'PER')",15,30,3075,699206,651,1900,Jhonattan
"('PER.Terminal_M3', 'PER')",15,30,3225,699206,651,1900,Jhonattan
"('PER.Japon_M4', 'PER')",15,30,3075,699530,651,1900,Jhonattan
"('PER.Japon_M4', 'PER')",15,30,3225,699530,651,1900,Jhonattan
"('QUI.Montenegro-3_M4', 'QUI')",15,30,3075,699555,651,1900,Juan Carlos
"('QUI.Montenegro-3_M4', 'QUI')",15,30,3225,699555,651,1900,Juan Carlos
"('PER.Tecnologica:H2_M2', 'PER')",15,30,3075,699560,651,1900,Jhonattan
"('PER.Tecnologica:H2_M2', 'PER')",15,30,3225,699560,651,1900,Jhonattan
"('MAN.Alta Suiza_L1', 'MAN')",15,30,3225,699217,3075,2600,German
"('MAN.Alta Suiza_L1', 'MAN')",15,30,651,699217,3075,2600,German
"('MAN.Alta Suiza_L2', 'MAN')",15,30,3225,699217,3075,2600,German
"('MAN.Alta Suiza_L2', 'MAN')",15,30,651,699217,3075,2600,German
"('MAN.Alta Suiza_L3', 'MAN')",15,30,3225,699217,3075,2600,German
"('MAN.Alta Suiza_L3', 'MAN')",15,30,651,699217,3075,2600,German
"('MAN.Alta Suiza_T1', 'MAN')",15,30,3075,699217,3225,2600,German
"('MAN.Alta Suiza_T1', 'MAN')",15,30,651,699217,3225,2600,German
"('MAN.Alta Suiza_T2', 'MAN')",15,30,3075,699217,3225,2600,German
"('MAN.Alta Suiza_T2', 'MAN')",15,30,651,699217,3225,2600,German
"('MAN.Alta Suiza_T3', 'MAN')",15,30,3075,699217,3225,2600,German
"('MAN.Alta Suiza_T3', 'MAN')",15,30,651,699217,3225,2600,German
"('MAN.Alta Suiza_M1', 'MAN')",15,30,3075,699217,651,1900,German
"('MAN.Alta Suiza_M1', 'MAN')",15,30,3225,699217,651,1900,German
"('MAN.Alta Suiza_M2', 'MAN')",15,30,3075,699217,651,1900,German
"('MAN.Alta Suiza_M2', 'MAN')",15,30,3225,699217,651,1900,German
"('MAN.Alta Suiza_M3', 'MAN')",15,30,3075,699217,651,1900,German
"('MAN.Alta Suiza_M3', 'MAN')",15,30,3225,699217,651,1900,German
"('MAN.Plaza de Toros_L1', 'MAN')",15,30,3225,699253,3075,2600,German
"('MAN.Plaza de Toros_L1', 'MAN')",15,30,651,699253,3075,2600,German
"('MAN.Plaza de Toros_L2', 'MAN')",15,30,3225,699253,3075,2600,German
"('MAN.Plaza de Toros_L2', 'MAN')",15,30,651,699253,3075,2600,German
"('MAN.Plaza de Toros_L3', 'MAN')",15,30,3225,699253,3075,2600,German
"('MAN.Plaza de Toros_L3', 'MAN')",15,30,651,699253,3075,2600,German
"('MAN.Plaza de Toros_T1', 'MAN')",15,30,3075,699253,3225,2600,German
"('MAN.Plaza de Toros_T1', 'MAN')",15,30,651,699253,3225,2600,German
"('MAN.Plaza de Toros_T2', 'MAN')",15,30,3075,699253,3225,2600,German
"('MAN.Plaza de Toros_T2', 'MAN')",15,30,651,699253,3225,2600,German
"('MAN.Plaza de Toros_T3', 'MAN')",15,30,3075,699253,3225,2600,German
"('MAN.Plaza de Toros_T3', 'MAN')",15,30,651,699253,3225,2600,German
"('MAN.Plaza de Toros_M1', 'MAN')",15,30,3075,699253,651,1900,German
"('MAN.Plaza de Toros_M1', 'MAN')",15,30,3225,699253,651,1900,German
"('MAN.Plaza de Toros_M2', 'MAN')",15,30,3075,699253,651,1900,German
"('MAN.Plaza de Toros_M2', 'MAN')",15,30,3225,699253,651,1900,German
"('MAN.Plaza de Toros_M3', 'MAN')",15,30,3075,699253,651,1900,German
"('MAN.Plaza de Toros_M3', 'MAN')",15,30,3225,699253,651,1900,German
"('RIS.Virginia-2_M4', 'RIS')",15,30,3075,699562,626,1900,Jhonattan
"('RIS.Virginia-2_M4', 'RIS')",15,30,3225,699562,626,1900,Jhonattan
"('RIS.Virginia-2_M5', 'RIS')",15,30,3075,699562,626,1900,Jhonattan
"('RIS.Virginia-2_M5', 'RIS')",15,30,3225,699562,626,1900,Jhonattan
