Index,deltaCac,maxCacThreshold,targetCarrierFreq,LNBTS_id,earfcnDL,Banda,Encargado
"(nan, 'PER')",#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
"(nan, 'CHO')",#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,Jhonattan
"('RIS.Quinchia_T3', 'RIS')",15,30,3075,699459,3225,2600,Jhonattan
"('RIS.Quinchia_T3', 'RIS')",15,30,626,699459,3225,2600,Jhonattan
"('RIS.Quinchia_M1', 'RIS')",15,30,3075,699459,626,1900,Jhonattan
"('RIS.Quinchia_M1', 'RIS')",15,30,3225,699459,626,1900,Jhonattan
"('RIS.Quinchia_M2', 'RIS')",15,30,3075,699459,626,1900,Jhonattan
"('RIS.Quinchia_M2', 'RIS')",15,30,3225,699459,626,1900,Jhonattan
"('RIS.Quinchia_M3', 'RIS')",15,30,3075,699459,626,1900,Jhonattan
"('RIS.Quinchia_M3', 'RIS')",15,30,3225,699459,626,1900,Jhonattan
"('RIS.Quinchia_M4', 'RIS')",15,30,3075,699459,626,1900,Jhonattan
"('RIS.Quinchia_M4', 'RIS')",15,30,3225,699459,626,1900,Jhonattan
"('ARM.Coliseo del Cafe_L1', 'ARM')",15,30,3225,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_L1', 'ARM')",15,30,651,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_L2', 'ARM')",15,30,3225,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_L2', 'ARM')",15,30,651,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_L3', 'ARM')",15,30,3225,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_L3', 'ARM')",15,30,651,699288,3075,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T1', 'ARM')",15,30,3075,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T1', 'ARM')",15,30,651,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T2', 'ARM')",15,30,3075,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T2', 'ARM')",15,30,651,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T3', 'ARM')",15,30,3075,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_T3', 'ARM')",15,30,651,699288,3225,2600,Juan Carlos
"('ARM.Coliseo del Cafe_M1', 'ARM')",15,30,3075,699288,651,1900,Juan Carlos
"('ARM.Coliseo del Cafe_M1', 'ARM')",15,30,3225,699288,651,1900,Juan Carlos
"('ARM.Coliseo del Cafe_M2', 'ARM')",15,30,3075,699288,651,1900,Juan Carlos
"('ARM.Coliseo del Cafe_M2', 'ARM')",15,30,3225,699288,651,1900,Juan Carlos
"('ARM.Coliseo del Cafe_M3', 'ARM')",15,30,3075,699288,651,1900,Juan Carlos
"('ARM.Coliseo del Cafe_M3', 'ARM')",15,30,3225,699288,651,1900,Juan Carlos
"('QUI.Comfenalco_L1', 'QUI')",15,30,3225,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_L1', 'QUI')",15,30,651,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_L2', 'QUI')",15,30,3225,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_L2', 'QUI')",15,30,651,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_L3', 'QUI')",15,30,3225,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_L3', 'QUI')",15,30,651,699309,3075,2600,Juan Carlos
"('QUI.Comfenalco_T1', 'QUI')",15,30,3075,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_T1', 'QUI')",15,30,651,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_T2', 'QUI')",15,30,3075,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_T2', 'QUI')",15,30,651,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_T3', 'QUI')",15,30,3075,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_T3', 'QUI')",15,30,651,699309,3225,2600,Juan Carlos
"('QUI.Comfenalco_M1', 'QUI')",15,30,3075,699309,651,1900,Juan Carlos
"('QUI.Comfenalco_M1', 'QUI')",15,30,3225,699309,651,1900,Juan Carlos
"('QUI.Comfenalco_M2', 'QUI')",15,30,3075,699309,651,1900,Juan Carlos
"('QUI.Comfenalco_M2', 'QUI')",15,30,3225,699309,651,1900,Juan Carlos
"('QUI.Comfenalco_M3', 'QUI')",15,30,3075,699309,651,1900,Juan Carlos
"('QUI.Comfenalco_M3', 'QUI')",15,30,3225,699309,651,1900,Juan Carlos
"('PER.Tokyo_L1', 'PER')",15,30,3225,699207,3075,2600,Jhonattan
"('PER.Tokyo_L1', 'PER')",15,30,651,699207,3075,2600,Jhonattan
"('PER.Tokyo_L2', 'PER')",15,30,3225,699207,3075,2600,Jhonattan
"('PER.Tokyo_L2', 'PER')",15,30,651,699207,3075,2600,Jhonattan
"('PER.Tokyo_L3', 'PER')",15,30,3225,699207,3075,2600,Jhonattan
"('PER.Tokyo_L3', 'PER')",15,30,651,699207,3075,2600,Jhonattan
"('PER.Tokyo_T1', 'PER')",15,30,3075,699207,3225,2600,Jhonattan
"('PER.Tokyo_T1', 'PER')",15,30,651,699207,3225,2600,Jhonattan
"('PER.Tokyo_T2', 'PER')",15,30,3075,699207,3225,2600,Jhonattan
"('PER.Tokyo_T2', 'PER')",15,30,651,699207,3225,2600,Jhonattan
"('PER.Tokyo_T3', 'PER')",15,30,3075,699207,3225,2600,Jhonattan
"('PER.Tokyo_T3', 'PER')",15,30,651,699207,3225,2600,Jhonattan
"('PER.Tokyo_M1', 'PER')",15,30,3075,699207,651,1900,Jhonattan
"('PER.Tokyo_M1', 'PER')",15,30,3225,699207,651,1900,Jhonattan
"('PER.Tokyo_M2', 'PER')",15,30,3075,699207,651,1900,Jhonattan
"('PER.Tokyo_M2', 'PER')",15,30,3225,699207,651,1900,Jhonattan
"('PER.Tokyo_M3', 'PER')",15,30,3075,699207,651,1900,Jhonattan
"('PER.Tokyo_M3', 'PER')",15,30,3225,699207,651,1900,Jhonattan
"('CAD.Arma_L3', 'CAD')",15,30,3225,699485,3075,2600,German
"('CAD.Arma_L3', 'CAD')",15,30,626,699485,3075,2600,German
"('CAD.Arma_T3', 'CAD')",15,30,3075,699485,3225,2600,German
"('CAD.Arma_T3', 'CAD')",15,30,626,699485,3225,2600,German
"('CAD.Arma_M1', 'CAD')",15,30,3075,699485,626,1900,German
"('CAD.Arma_M1', 'CAD')",15,30,3225,699485,626,1900,German
"('CAD.Arma_M2', 'CAD')",15,30,3075,699485,626,1900,German
"('CAD.Arma_M2', 'CAD')",15,30,3225,699485,626,1900,German
"('CAD.Arma_M3', 'CAD')",15,30,3075,699485,626,1900,German
"('CAD.Arma_M3', 'CAD')",15,30,3225,699485,626,1900,German
"('QUB.Quibdo Norte_L1', 'QUB')",15,30,3225,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_L1', 'QUB')",15,30,626,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_L2', 'QUB')",15,30,3225,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_L2', 'QUB')",15,30,626,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_L3', 'QUB')",15,30,3225,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_L3', 'QUB')",15,30,626,699617,3075,2600,Camilo
"('QUB.Quibdo Norte_T1', 'QUB')",15,30,3075,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_T1', 'QUB')",15,30,626,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_T2', 'QUB')",15,30,3075,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_T2', 'QUB')",15,30,626,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_T3', 'QUB')",15,30,3075,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_T3', 'QUB')",15,30,626,699617,3225,2600,Camilo
"('QUB.Quibdo Norte_M1', 'QUB')",15,30,3075,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M1', 'QUB')",15,30,3225,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M2', 'QUB')",15,30,3075,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M2', 'QUB')",15,30,3225,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M3', 'QUB')",15,30,3075,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M3', 'QUB')",15,30,3225,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M4', 'QUB')",15,30,3075,699617,626,1900,Camilo
"('QUB.Quibdo Norte_M4', 'QUB')",15,30,3225,699617,626,1900,Camilo
"('ARM.La Maria_L1', 'ARM')",15,30,3225,699296,3075,2600,Juan Carlos
"('ARM.La Maria_L1', 'ARM')",15,30,651,699296,3075,2600,Juan Carlos
"('ARM.La Maria_L2', 'ARM')",15,30,3225,699296,3075,2600,Juan Carlos
"('ARM.La Maria_L2', 'ARM')",15,30,651,699296,3075,2600,Juan Carlos
"('ARM.La Maria_L3', 'ARM')",15,30,3225,699296,3075,2600,Juan Carlos
"('ARM.La Maria_L3', 'ARM')",15,30,651,699296,3075,2600,Juan Carlos
"('ARM.La Maria_T1', 'ARM')",15,30,3075,699296,3225,2600,Juan Carlos
"('ARM.La Maria_T1', 'ARM')",15,30,651,699296,3225,2600,Juan Carlos
"('ARM.La Maria_T2', 'ARM')",15,30,3075,699296,3225,2600,Juan Carlos
"('ARM.La Maria_T2', 'ARM')",15,30,651,699296,3225,2600,Juan Carlos
"('ARM.La Maria_T3', 'ARM')",15,30,3075,699296,3225,2600,Juan Carlos
"('ARM.La Maria_T3', 'ARM')",15,30,651,699296,3225,2600,Juan Carlos
"('ARM.La Maria_M1', 'ARM')",15,30,3075,699296,651,1900,Juan Carlos
"('ARM.La Maria_M1', 'ARM')",15,30,3225,699296,651,1900,Juan Carlos
"('ARM.La Maria_M2', 'ARM')",15,30,3075,699296,651,1900,Juan Carlos
"('ARM.La Maria_M2', 'ARM')",15,30,3225,699296,651,1900,Juan Carlos
"('ARM.La Maria_M3', 'ARM')",15,30,3075,699296,651,1900,Juan Carlos
"('ARM.La Maria_M3', 'ARM')",15,30,3225,699296,651,1900,Juan Carlos
"('PER.La Pradera_M4', 'PER')",15,30,3075,699534,651,1900,Jhonattan
"('PER.La Pradera_M4', 'PER')",15,30,3225,699534,651,1900,Jhonattan
"('QUI.Barcelona_M1', 'QUI')",15,30,3100,699638,651,1900,Juan Carlos
"('QUI.Barcelona_M2', 'QUI')",15,30,3100,699638,651,1900,Juan Carlos
"('QUI.Barcelona_M3', 'QUI')",15,30,3100,699638,651,1900,Juan Carlos
"('QUI.Calarca-3_M4', 'QUI')",15,30,3075,699552,651,1900,Juan Carlos
"('QUI.Calarca-3_M4', 'QUI')",15,30,3225,699552,651,1900,Juan Carlos
"('CAD.Las Margaritas_M1', 'CAD')",15,30,3100,699632,651,1900,German
"('MAN.La Sultana_L1', 'MAN')",15,30,3225,699245,3075,2600,German
"('MAN.La Sultana_L1', 'MAN')",15,30,651,699245,3075,2600,German
"('MAN.La Sultana_L2', 'MAN')",15,30,3225,699245,3075,2600,German
"('MAN.La Sultana_L2', 'MAN')",15,30,651,699245,3075,2600,German
"('MAN.La Sultana_T1', 'MAN')",15,30,3075,699245,3225,2600,German
"('MAN.La Sultana_T1', 'MAN')",15,30,651,699245,3225,2600,German
"('MAN.La Sultana_T2', 'MAN')",15,30,3075,699245,3225,2600,German
"('MAN.La Sultana_T2', 'MAN')",15,30,651,699245,3225,2600,German
"('MAN.La Sultana_M1', 'MAN')",15,30,3075,699245,651,1900,German
"('MAN.La Sultana_M1', 'MAN')",15,30,3225,699245,651,1900,German
"('MAN.La Sultana_M2', 'MAN')",15,30,3075,699245,651,1900,German
"('MAN.La Sultana_M2', 'MAN')",15,30,3225,699245,651,1900,German
"('MAN.La Sultana_M3', 'MAN')",15,30,3075,699245,651,1900,German
"('MAN.La Sultana_M3', 'MAN')",15,30,3225,699245,651,1900,German
"('MAN.La Sultana_M4', 'MAN')",15,30,3075,699245,651,1900,German
"('MAN.La Sultana_M4', 'MAN')",15,30,3225,699245,651,1900,German
"('CAD.La Floresta_L1', 'CAD')",15,30,3225,699646,3075,2600,German
"('CAD.La Floresta_L1', 'CAD')",15,30,626,699646,3075,2600,German
"('CAD.La Floresta_L2', 'CAD')",15,30,3225,699646,3075,2600,German
"('CAD.La Floresta_L2', 'CAD')",15,30,626,699646,3075,2600,German
"('CAD.La Floresta_T1', 'CAD')",15,30,3075,699646,3225,2600,German
"('CAD.La Floresta_T1', 'CAD')",15,30,626,699646,3225,2600,German
"('CAD.La Floresta_T2', 'CAD')",15,30,3075,699646,3225,2600,German
"('CAD.La Floresta_T2', 'CAD')",15,30,626,699646,3225,2600,German
"('CAD.La Floresta_M1', 'CAD')",15,30,3075,699646,626,1900,German
"('CAD.La Floresta_M1', 'CAD')",15,30,3225,699646,626,1900,German
"('CAD.La Floresta_M2', 'CAD')",15,30,3075,699646,626,1900,German
"('CAD.La Floresta_M2', 'CAD')",15,30,3225,699646,626,1900,German
"('CAD.La Floresta_M3', 'CAD')",15,30,3075,699646,626,1900,German
"('CAD.La Floresta_M3', 'CAD')",15,30,3225,699646,626,1900,German
"('CAD.Tres Puertas_L2', 'CAD')",15,30,3225,699443,3075,2600,German
"('CAD.Tres Puertas_L2', 'CAD')",15,30,626,699443,3075,2600,German
"('CAD.Tres Puertas_L3', 'CAD')",15,30,3225,699443,3075,2600,German
"('CAD.Tres Puertas_L3', 'CAD')",15,30,626,699443,3075,2600,German
"('CAD.Tres Puertas_T2', 'CAD')",15,30,3075,699443,3225,2600,German
"('CAD.Tres Puertas_T2', 'CAD')",15,30,626,699443,3225,2600,German
"('CAD.Tres Puertas_T3', 'CAD')",15,30,3075,699443,3225,2600,German
"('CAD.Tres Puertas_T3', 'CAD')",15,30,626,699443,3225,2600,German
"('CAD.Tres Puertas_M1', 'CAD')",15,30,3075,699443,626,1900,German
"('CAD.Tres Puertas_M1', 'CAD')",15,30,3225,699443,626,1900,German
"('CAD.Tres Puertas_M2', 'CAD')",15,30,3075,699443,626,1900,German
"('CAD.Tres Puertas_M2', 'CAD')",15,30,3225,699443,626,1900,German
"('CAD.Tres Puertas_M3', 'CAD')",15,30,3075,699443,626,1900,German
"('CAD.Tres Puertas_M3', 'CAD')",15,30,3225,699443,626,1900,German
"('RIS.Cerritos_L1', 'RIS')",15,30,3225,699335,3075,2600,Jhonattan
"('RIS.Cerritos_L1', 'RIS')",15,30,651,699335,3075,2600,Jhonattan
"('RIS.Cerritos_L2', 'RIS')",15,30,3225,699335,3075,2600,Jhonattan
"('RIS.Cerritos_L2', 'RIS')",15,30,651,699335,3075,2600,Jhonattan
"('RIS.Cerritos_L3', 'RIS')",15,30,3225,699335,3075,2600,Jhonattan
"('RIS.Cerritos_L3', 'RIS')",15,30,651,699335,3075,2600,Jhonattan
"('RIS.Cerritos_T1', 'RIS')",15,30,3075,699335,3225,2600,Jhonattan
"('RIS.Cerritos_T1', 'RIS')",15,30,651,699335,3225,2600,Jhonattan
"('RIS.Cerritos_T2', 'RIS')",15,30,3075,699335,3225,2600,Jhonattan
"('RIS.Cerritos_T2', 'RIS')",15,30,651,699335,3225,2600,Jhonattan
"('RIS.Cerritos_T3', 'RIS')",15,30,3075,699335,3225,2600,Jhonattan
"('RIS.Cerritos_T3', 'RIS')",15,30,651,699335,3225,2600,Jhonattan
"('RIS.Cerritos_M1', 'RIS')",15,30,3075,699335,651,1900,Jhonattan
"('RIS.Cerritos_M1', 'RIS')",15,30,3225,699335,651,1900,Jhonattan
"('RIS.Cerritos_M2', 'RIS')",15,30,3075,699335,651,1900,Jhonattan
"('RIS.Cerritos_M2', 'RIS')",15,30,3225,699335,651,1900,Jhonattan
"('RIS.Cerritos_M3', 'RIS')",15,30,3075,699335,651,1900,Jhonattan
"('RIS.Cerritos_M3', 'RIS')",15,30,3225,699335,651,1900,Jhonattan
"('QUI.Cocora_L1', 'QUI')",15,30,3225,699477,3075,2600,Juan Carlos
"('QUI.Cocora_L1', 'QUI')",15,30,651,699477,3075,2600,Juan Carlos
"('QUI.Cocora_T1', 'QUI')",15,30,3075,699477,3225,2600,Juan Carlos
"('QUI.Cocora_T1', 'QUI')",15,30,651,699477,3225,2600,Juan Carlos
"('QUI.Cocora_M1', 'QUI')",15,30,3075,699477,651,1900,Juan Carlos
"('QUI.Cocora_M1', 'QUI')",15,30,3225,699477,651,1900,Juan Carlos
"('QUI.Cocora_M3', 'QUI')",15,30,3075,699477,651,1900,Juan Carlos
"('QUI.Cocora_M3', 'QUI')",15,30,3225,699477,651,1900,Juan Carlos
"('RIS.Santa Rosa-3_M1', 'RIS')",15,65,3100,699399,626,1900,Jhonattan
"('RIS.Santa Rosa-3_M2', 'RIS')",15,65,3100,699399,626,1900,Jhonattan
"('RIS.Santa Rosa-3_M3', 'RIS')",15,65,3100,699399,626,1900,Jhonattan
"('RIS.Santa Rosa-3_M4', 'RIS')",15,65,3100,699399,626,1900,Jhonattan
"('QUI.Salento Parque_L1', 'QUI')",15,30,3225,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_L1', 'QUI')",15,30,651,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_L2', 'QUI')",15,30,3225,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_L2', 'QUI')",15,30,651,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_L3', 'QUI')",15,30,3225,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_L3', 'QUI')",15,30,651,699322,3075,2600,Juan Carlos
"('QUI.Salento Parque_T1', 'QUI')",15,30,3075,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_T1', 'QUI')",15,30,651,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_T2', 'QUI')",15,30,3075,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_T2', 'QUI')",15,30,651,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_T3', 'QUI')",15,30,3075,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_T3', 'QUI')",15,30,651,699322,3225,2600,Juan Carlos
"('QUI.Salento Parque_M1', 'QUI')",15,30,3075,699322,651,1900,Juan Carlos
"('QUI.Salento Parque_M1', 'QUI')",15,30,3225,699322,651,1900,Juan Carlos
"('QUI.Salento Parque_M2', 'QUI')",15,30,3075,699322,651,1900,Juan Carlos
"('QUI.Salento Parque_M2', 'QUI')",15,30,3225,699322,651,1900,Juan Carlos
"('QUI.Salento Parque_M3', 'QUI')",15,30,3075,699322,651,1900,Juan Carlos
"('QUI.Salento Parque_M3', 'QUI')",15,30,3225,699322,651,1900,Juan Carlos
"('PER.Parque Cuba_M4', 'PER')",15,30,3075,699536,651,1900,Jhonattan
"('PER.Parque Cuba_M4', 'PER')",15,30,3225,699536,651,1900,Jhonattan
"('PER.Parque Cuba_M5', 'PER')",15,30,3075,699536,651,1900,Jhonattan
"('PER.Parque Cuba_M5', 'PER')",15,30,3225,699536,651,1900,Jhonattan
"('CHO.Novita_L2', 'CHO')",15,30,3225,699509,3075,2600,Camilo
"('CHO.Novita_L2', 'CHO')",15,30,651,699509,3075,2600,Camilo
"('CHO.Novita_T2', 'CHO')",15,30,3075,699509,3225,2600,Camilo
"('CHO.Novita_T2', 'CHO')",15,30,651,699509,3225,2600,Camilo
"('CHO.Novita_M2', 'CHO')",15,30,3075,699509,651,1900,Camilo
"('CHO.Novita_M2', 'CHO')",15,30,3225,699509,651,1900,Camilo
"('CAD.Salamina-2_L1', 'CAD')",15,30,3225,699642,3075,2600,German
"('CAD.Salamina-2_L1', 'CAD')",15,30,626,699642,3075,2600,German
"('CAD.Salamina-2_L2', 'CAD')",15,30,3225,699642,3075,2600,German
"('CAD.Salamina-2_L2', 'CAD')",15,30,626,699642,3075,2600,German
"('CAD.Salamina-2_L3', 'CAD')",15,30,3225,699642,3075,2600,German
"('CAD.Salamina-2_L3', 'CAD')",15,30,626,699642,3075,2600,German
"('CAD.Salamina-2_T1', 'CAD')",15,30,3075,699642,3225,2600,German
"('CAD.Salamina-2_T1', 'CAD')",15,30,626,699642,3225,2600,German
"('CAD.Salamina-2_T2', 'CAD')",15,30,3075,699642,3225,2600,German
"('CAD.Salamina-2_T2', 'CAD')",15,30,626,699642,3225,2600,German
"('CAD.Salamina-2_T3', 'CAD')",15,30,3075,699642,3225,2600,German
"('CAD.Salamina-2_T3', 'CAD')",15,30,626,699642,3225,2600,German
"('CAD.Salamina-2_M1', 'CAD')",15,30,3075,699642,626,1900,German
"('CAD.Salamina-2_M1', 'CAD')",15,30,3225,699642,626,1900,German
"('CAD.Salamina-2_M2', 'CAD')",15,30,3075,699642,626,1900,German
"('CAD.Salamina-2_M2', 'CAD')",15,30,3225,699642,626,1900,German
"('CAD.Salamina-2_M3', 'CAD')",15,30,3075,699642,626,1900,German
"('CAD.Salamina-2_M3', 'CAD')",15,30,3225,699642,626,1900,German
"('CAD.Subestacion Irra_L1', 'CAD')",15,30,3225,699442,3075,2600,German
"('CAD.Subestacion Irra_L1', 'CAD')",15,30,626,699442,3075,2600,German
"('CAD.Subestacion Irra_L2', 'CAD')",15,30,3225,699442,3075,2600,German
"('CAD.Subestacion Irra_L2', 'CAD')",15,30,626,699442,3075,2600,German
"('CAD.Subestacion Irra_L3', 'CAD')",15,30,3225,699442,3075,2600,German
"('CAD.Subestacion Irra_L3', 'CAD')",15,30,626,699442,3075,2600,German
"('CAD.Subestacion Irra_T1', 'CAD')",15,30,3075,699442,3225,2600,German
"('CAD.Subestacion Irra_T1', 'CAD')",15,30,626,699442,3225,2600,German
"('CAD.Subestacion Irra_T2', 'CAD')",15,30,3075,699442,3225,2600,German
"('CAD.Subestacion Irra_T2', 'CAD')",15,30,626,699442,3225,2600,German
"('CAD.Subestacion Irra_T3', 'CAD')",15,30,3075,699442,3225,2600,German
"('CAD.Subestacion Irra_T3', 'CAD')",15,30,626,699442,3225,2600,German
"('CAD.Subestacion Irra_M1', 'CAD')",15,30,3075,699442,626,1900,German
"('CAD.Subestacion Irra_M1', 'CAD')",15,30,3225,699442,626,1900,German
"('CAD.Subestacion Irra_M2', 'CAD')",15,30,3075,699442,626,1900,German
"('CAD.Subestacion Irra_M2', 'CAD')",15,30,3225,699442,626,1900,German
"('CAD.Subestacion Irra_M3', 'CAD')",15,30,3075,699442,626,1900,German
"('CAD.Subestacion Irra_M3', 'CAD')",15,30,3225,699442,626,1900,German
"('PER.Hotel Pereira_M4', 'PER')",15,30,3075,699362,651,1900,Jhonattan
"('PER.Hotel Pereira_M4', 'PER')",15,30,3225,699362,651,1900,Jhonattan
"('CAD.Pensilvania_M1', 'CAD')",15,65,3100,699563,626,1900,German
"('CAD.Pensilvania_M2', 'CAD')",15,65,3100,699563,626,1900,German
"('MAN.Nogales_L1', 'MAN')",15,30,3225,699247,3075,2600,German
"('MAN.Nogales_L1', 'MAN')",15,30,651,699247,3075,2600,German
"('MAN.Nogales_L2', 'MAN')",15,30,3225,699247,3075,2600,German
"('MAN.Nogales_L2', 'MAN')",15,30,651,699247,3075,2600,German
"('MAN.Nogales_L3', 'MAN')",15,30,3225,699247,3075,2600,German
"('MAN.Nogales_L3', 'MAN')",15,30,651,699247,3075,2600,German
"('MAN.Nogales_T1', 'MAN')",15,30,3075,699247,3225,2600,German
"('MAN.Nogales_T1', 'MAN')",15,30,651,699247,3225,2600,German
"('MAN.Nogales_T2', 'MAN')",15,30,3075,699247,3225,2600,German
"('MAN.Nogales_T2', 'MAN')",15,30,651,699247,3225,2600,German
"('MAN.Nogales_T3', 'MAN')",15,30,3075,699247,3225,2600,German
"('MAN.Nogales_T3', 'MAN')",15,30,651,699247,3225,2600,German
"('MAN.Nogales_M1', 'MAN')",15,30,3075,699247,651,1900,German
"('MAN.Nogales_M1', 'MAN')",15,30,3225,699247,651,1900,German
"('MAN.Nogales_M2', 'MAN')",15,30,3075,699247,651,1900,German
"('MAN.Nogales_M2', 'MAN')",15,30,3225,699247,651,1900,German
"('MAN.Nogales_M3', 'MAN')",15,30,3075,699247,651,1900,German
"('MAN.Nogales_M3', 'MAN')",15,30,3225,699247,651,1900,German
"('CAD.Samana_M2', 'CAD')",15,30,3100,699323,651,1900,German
"('CAD.Samana_M3', 'CAD')",15,30,3100,699323,651,1900,German
"('ARM.Terminal_L1', 'ARM')",15,30,3225,699305,3075,2600,Juan Carlos
"('ARM.Terminal_L1', 'ARM')",15,30,651,699305,3075,2600,Juan Carlos
"('ARM.Terminal_L2', 'ARM')",15,30,3225,699305,3075,2600,Juan Carlos
"('ARM.Terminal_L2', 'ARM')",15,30,651,699305,3075,2600,Juan Carlos
"('ARM.Terminal_L3', 'ARM')",15,30,3225,699305,3075,2600,Juan Carlos
"('ARM.Terminal_L3', 'ARM')",15,30,651,699305,3075,2600,Juan Carlos
"('ARM.Terminal_T1', 'ARM')",15,30,3075,699305,3225,2600,Juan Carlos
"('ARM.Terminal_T1', 'ARM')",15,30,651,699305,3225,2600,Juan Carlos
"('ARM.Terminal_T2', 'ARM')",15,30,3075,699305,3225,2600,Juan Carlos
"('ARM.Terminal_T2', 'ARM')",15,30,651,699305,3225,2600,Juan Carlos
"('ARM.Terminal_T3', 'ARM')",15,30,3075,699305,3225,2600,Juan Carlos
"('ARM.Terminal_T3', 'ARM')",15,30,651,699305,3225,2600,Juan Carlos
"('ARM.Terminal_M1', 'ARM')",15,30,3075,699305,651,1900,Juan Carlos
"('ARM.Terminal_M1', 'ARM')",15,30,3225,699305,651,1900,Juan Carlos
"('ARM.Terminal_M2', 'ARM')",15,30,3075,699305,651,1900,Juan Carlos
"('ARM.Terminal_M2', 'ARM')",15,30,3225,699305,651,1900,Juan Carlos
"('ARM.Terminal_M3', 'ARM')",15,30,3075,699305,651,1900,Juan Carlos
"('ARM.Terminal_M3', 'ARM')",15,30,3225,699305,651,1900,Juan Carlos
"('RIS.Mistrato-2_L1', 'RIS')",15,30,3225,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_L1', 'RIS')",15,30,626,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_L2', 'RIS')",15,30,3225,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_L2', 'RIS')",15,30,626,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_L3', 'RIS')",15,30,3225,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_L3', 'RIS')",15,30,626,699319,3075,2600,Jhonattan
"('RIS.Mistrato-2_T1', 'RIS')",15,30,3075,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_T1', 'RIS')",15,30,626,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_T2', 'RIS')",15,30,3075,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_T2', 'RIS')",15,30,626,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_T3', 'RIS')",15,30,3075,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_T3', 'RIS')",15,30,626,699319,3225,2600,Jhonattan
"('RIS.Mistrato-2_M1', 'RIS')",15,30,3075,699319,626,1900,Jhonattan
"('RIS.Mistrato-2_M1', 'RIS')",15,30,3225,699319,626,1900,Jhonattan
"('RIS.Mistrato-2_M2', 'RIS')",15,30,3075,699319,626,1900,Jhonattan
"('RIS.Mistrato-2_M2', 'RIS')",15,30,3225,699319,626,1900,Jhonattan
"('RIS.Mistrato-2_M3', 'RIS')",15,30,3075,699319,626,1900,Jhonattan
"('RIS.Mistrato-2_M3', 'RIS')",15,30,3225,699319,626,1900,Jhonattan
"('CAD.Riosucio_M4', 'CAD')",15,30,3075,699475,626,1900,German
